Sample in Buffer,Sample in Window,TRIGGER,design_1_i/system_ila_0/inst/net_slot_0_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tkeep[3:0],design_1_i/system_ila_0/inst/net_slot_0_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_0_axis_tready,design_1_i/system_ila_0/inst/net_slot_0_axis_tlast,design_1_i/system_ila_0/inst/net_slot_1_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tstrb[3:0],design_1_i/system_ila_0/inst/net_slot_1_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_1_axis_tready,design_1_i/system_ila_0/inst/net_slot_1_axis_tlast,design_1_i/system_ila_0/inst/net_slot_2_axis_tdata[31:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tstrb[3:0],design_1_i/system_ila_0/inst/net_slot_2_axis_tvalid,design_1_i/system_ila_0/inst/net_slot_2_axis_tready,design_1_i/system_ila_0/inst/net_slot_2_axis_tlast,Interface_(i1:s0)_(axis_data_fifo_0_M_AXIS)[2:0],Interface_(i1:s1)_(axis_data_fifo_1_M_AXIS)[2:0],Interface_(i1:s2)_(Upsampling_Bayes_0_m00_axis1)[2:0],T_Channel_(i1:s0)_(axis_data_fifo_0_M_AXIS)[2:0],T_Channel_(i1:s1)_(axis_data_fifo_1_M_AXIS)[2:0],T_Channel_(i1:s2)_(Upsampling_Bayes_0_m00_axis1)[2:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
829,829,0,4e95aa4f,f,1,0,0,861b7686,f,1,0,0,889e3a88,f,1,1,1,"_","_","Active","_","_","Last Stream"
830,830,0,4e95aa4f,f,1,0,0,861b7686,f,1,0,0,889e3a88,f,0,1,0,"_","_","_","_","_","_"
831,831,0,4e95aa4f,f,1,1,0,861b7686,f,1,0,0,39859b39,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
832,832,0,b05894a9,f,1,1,0,861b7686,f,1,0,0,39859b39,f,0,1,0,"Active","_","_","Stream Beat","_","_"
833,833,0,99af5a99,f,1,0,0,861b7686,f,1,0,0,39859b39,f,0,1,0,"_","_","_","_","_","_"
834,834,0,99af5a99,f,1,0,0,861b7686,f,1,0,0,9b39859b,f,1,1,0,"_","_","Active","_","_","Stream Beat"
835,835,0,99af5a99,f,1,0,0,861b7686,f,1,0,0,859b3985,f,1,1,1,"_","_","Active","_","_","Last Stream"
836,836,0,99af5a99,f,1,0,0,861b7686,f,1,0,0,859b3985,f,0,1,0,"_","_","_","_","_","_"
837,837,0,99af5a99,f,1,0,0,861b7686,f,1,0,0,408da140,f,1,1,0,"_","_","Active","_","_","Stream Beat"
838,838,0,99af5a99,f,1,1,0,861b7686,f,1,0,0,408da140,f,0,1,0,"Active","_","_","Stream Beat","_","_"
839,839,0,66a2b768,f,1,0,0,861b7686,f,1,0,0,408da140,f,0,1,0,"_","_","_","_","_","_"
840,840,0,66a2b768,f,1,0,0,861b7686,f,1,0,0,a1408da1,f,1,1,0,"_","_","Active","_","_","Stream Beat"
841,841,0,66a2b768,f,1,0,0,861b7686,f,1,0,0,8da1408d,f,1,1,1,"_","_","Active","_","_","Last Stream"
842,842,0,66a2b768,f,1,0,0,861b7686,f,1,0,0,8da1408d,f,0,1,0,"_","_","_","_","_","_"
843,843,0,66a2b768,f,1,1,0,861b7686,f,1,0,0,4792a647,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
844,844,0,b46d9cb1,f,1,1,0,861b7686,f,1,0,0,4792a647,f,0,1,0,"Active","_","_","Stream Beat","_","_"
845,845,0,a2b271a0,f,1,0,0,861b7686,f,1,0,0,4792a647,f,0,1,0,"_","_","_","_","_","_"
846,846,0,a2b271a0,f,1,0,0,861b7686,f,1,0,0,a64792a6,f,1,1,0,"_","_","Active","_","_","Stream Beat"
847,847,0,a2b271a0,f,1,0,0,861b7686,f,1,0,0,92a64792,f,1,1,1,"_","_","Active","_","_","Last Stream"
848,848,0,a2b271a0,f,1,0,0,861b7686,f,1,0,0,92a64792,f,0,1,0,"_","_","_","_","_","_"
849,849,0,a2b271a0,f,1,0,0,861b7686,f,1,0,0,478fa447,f,1,1,0,"_","_","Active","_","_","Stream Beat"
850,850,0,a2b271a0,f,1,1,0,861b7686,f,1,0,0,478fa447,f,0,1,0,"Active","_","_","Stream Beat","_","_"
851,851,0,76a8b074,f,1,0,0,861b7686,f,1,0,0,478fa447,f,0,1,0,"_","_","_","_","_","_"
852,852,0,76a8b074,f,1,0,0,861b7686,f,1,0,0,a4478fa4,f,1,1,0,"_","_","Active","_","_","Stream Beat"
853,853,0,76a8b074,f,1,0,0,861b7686,f,1,0,0,8fa4478f,f,1,1,1,"_","_","Active","_","_","Last Stream"
854,854,0,76a8b074,f,1,0,0,861b7686,f,1,0,0,8fa4478f,f,0,1,0,"_","_","_","_","_","_"
855,855,0,76a8b074,f,1,1,0,861b7686,f,1,0,0,4d93a84d,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
856,856,0,b17babb0,f,1,1,0,861b7686,f,1,0,0,4d93a84d,f,0,1,0,"Active","_","_","Stream Beat","_","_"
857,857,0,adb17eac,f,1,0,0,861b7686,f,1,0,0,4d93a84d,f,0,1,0,"_","_","_","_","_","_"
858,858,0,adb17eac,f,1,0,0,861b7686,f,1,0,0,a84d93a8,f,1,1,0,"_","_","Active","_","_","Stream Beat"
859,859,0,adb17eac,f,1,0,0,861b7686,f,1,0,0,93a84d93,f,1,1,1,"_","_","Active","_","_","Last Stream"
860,860,0,adb17eac,f,1,0,0,861b7686,f,1,0,0,93a84d93,f,0,1,0,"_","_","_","_","_","_"
861,861,0,adb17eac,f,1,0,0,861b7686,f,1,0,0,4b90a44b,f,1,1,0,"_","_","Active","_","_","Stream Beat"
862,862,0,adb17eac,f,1,1,0,861b7686,f,1,0,0,4b90a44b,f,0,1,0,"Active","_","_","Stream Beat","_","_"
863,863,0,80a9b07d,f,1,0,0,861b7686,f,1,0,0,4b90a44b,f,0,1,0,"_","_","_","_","_","_"
864,864,0,80a9b07d,f,1,0,0,861b7686,f,1,0,0,a44b90a4,f,1,1,0,"_","_","Active","_","_","Stream Beat"
865,865,0,80a9b07d,f,1,0,0,861b7686,f,1,0,0,90a44b90,f,1,1,1,"_","_","Active","_","_","Last Stream"
866,866,0,80a9b07d,f,1,0,0,861b7686,f,1,0,0,90a44b90,f,0,1,0,"_","_","_","_","_","_"
867,867,0,80a9b07d,f,1,1,0,861b7686,f,1,0,0,5096ab50,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
868,868,0,ae84a8ae,f,1,1,0,861b7686,f,1,0,0,5096ab50,f,0,1,0,"Active","_","_","Stream Beat","_","_"
869,869,0,a7ae85a7,f,1,0,0,861b7686,f,1,0,0,5096ab50,f,0,1,0,"_","_","_","_","_","_"
870,870,0,a7ae85a7,f,1,0,0,861b7686,f,1,0,0,ab5096ab,f,1,1,0,"_","_","Active","_","_","Stream Beat"
871,871,0,a7ae85a7,f,1,0,0,861b7686,f,1,0,0,96ab5096,f,1,1,1,"_","_","Active","_","_","Last Stream"
872,872,0,a7ae85a7,f,1,0,0,861b7686,f,1,0,0,96ab5096,f,0,1,0,"_","_","_","_","_","_"
873,873,0,a7ae85a7,f,1,0,0,861b7686,f,1,0,0,4e94a94e,f,1,1,0,"_","_","Active","_","_","Stream Beat"
874,874,0,a7ae85a7,f,1,1,0,861b7686,f,1,0,0,4e94a94e,f,0,1,0,"Active","_","_","Stream Beat","_","_"
875,875,0,89aab28b,f,1,0,0,861b7686,f,1,0,0,4e94a94e,f,0,1,0,"_","_","_","_","_","_"
876,876,0,89aab28b,f,1,0,0,861b7686,f,1,0,0,a94e94a9,f,1,1,0,"_","_","Active","_","_","Stream Beat"
877,877,0,89aab28b,f,1,0,0,861b7686,f,1,0,0,94a94e94,f,1,1,1,"_","_","Active","_","_","Last Stream"
878,878,0,89aab28b,f,1,0,0,861b7686,f,1,0,0,94a94e94,f,0,1,0,"_","_","_","_","_","_"
879,879,0,89aab28b,f,1,1,0,861b7686,f,1,0,0,5a99af5a,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
880,880,0,aa85a8b0,f,1,1,0,861b7686,f,1,0,0,5a99af5a,f,0,1,0,"Active","_","_","Stream Beat","_","_"
881,881,0,9fa984a0,f,1,0,0,861b7686,f,1,0,0,5a99af5a,f,0,1,0,"_","_","_","_","_","_"
882,882,0,9fa984a0,f,1,0,0,861b7686,f,1,0,0,af5a99af,f,1,1,0,"_","_","Active","_","_","Stream Beat"
883,883,0,9fa984a0,f,1,0,0,861b7686,f,1,0,0,99af5a99,f,1,1,1,"_","_","Active","_","_","Last Stream"
884,884,0,9fa984a0,f,1,0,0,861b7686,f,1,0,0,99af5a99,f,0,1,0,"_","_","_","_","_","_"
885,885,0,9fa984a0,f,1,0,0,861b7686,f,1,0,0,669cb166,f,1,1,0,"_","_","Active","_","_","Stream Beat"
886,886,0,9fa984a0,f,1,1,0,861b7686,f,1,0,0,669cb166,f,0,1,0,"Active","_","_","Stream Beat","_","_"
887,887,0,83a1ac84,f,1,0,0,861b7686,f,1,0,0,669cb166,f,0,1,0,"_","_","_","_","_","_"
888,888,0,83a1ac84,f,1,0,0,861b7686,f,1,0,0,b1669cb1,f,1,1,0,"_","_","Active","_","_","Stream Beat"
889,889,0,83a1ac84,f,1,0,0,861b7686,f,1,0,0,9cb1669c,f,1,1,1,"_","_","Active","_","_","Last Stream"
890,890,0,83a1ac84,f,1,0,0,861b7686,f,1,0,0,9cb1669c,f,0,1,0,"_","_","_","_","_","_"
891,891,0,83a1ac84,f,1,1,0,861b7686,f,1,0,0,71a2b271,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
892,892,0,aa7fa0ab,f,1,1,0,861b7686,f,1,0,0,71a2b271,f,0,1,0,"Active","_","_","Stream Beat","_","_"
893,893,0,a1ad859d,f,1,0,0,861b7686,f,1,0,0,71a2b271,f,0,1,0,"_","_","_","_","_","_"
894,894,0,a1ad859d,f,1,0,0,861b7686,f,1,0,0,b271a2b2,f,1,1,0,"_","_","Active","_","_","Stream Beat"
895,895,0,a1ad859d,f,1,0,0,861b7686,f,1,0,0,a2b271a2,f,1,1,1,"_","_","Active","_","_","Last Stream"
896,896,0,a1ad859d,f,1,0,0,861b7686,f,1,0,0,a2b271a2,f,0,1,0,"_","_","_","_","_","_"
897,897,0,a1ad859d,f,1,0,0,861b7686,f,1,0,0,76abb076,f,1,1,0,"_","_","Active","_","_","Stream Beat"
898,898,0,a1ad859d,f,1,1,0,861b7686,f,1,0,0,76abb076,f,0,1,0,"Active","_","_","Stream Beat","_","_"
899,899,0,8fa4b38c,f,1,0,0,861b7686,f,1,0,0,76abb076,f,0,1,0,"_","_","_","_","_","_"
900,900,0,8fa4b38c,f,1,0,0,861b7686,f,1,0,0,b076abb0,f,1,1,0,"_","_","Active","_","_","Stream Beat"
901,901,0,8fa4b38c,f,1,0,0,861b7686,f,1,0,0,abb076ab,f,1,1,1,"_","_","Active","_","_","Last Stream"
902,902,0,8fa4b38c,f,1,0,0,861b7686,f,1,0,0,abb076ab,f,0,1,0,"_","_","_","_","_","_"
903,903,0,8fa4b38c,f,1,1,0,861b7686,f,1,0,0,7eadb17e,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
904,904,0,b18da5b3,f,1,1,0,861b7686,f,1,0,0,7eadb17e,f,0,1,0,"Active","_","_","Stream Beat","_","_"
905,905,0,a0ae8aa3,f,1,0,0,861b7686,f,1,0,0,7eadb17e,f,0,1,0,"_","_","_","_","_","_"
906,906,0,a0ae8aa3,f,1,0,0,861b7686,f,1,0,0,b17eadb1,f,1,1,0,"_","_","Active","_","_","Stream Beat"
907,907,0,a0ae8aa3,f,1,0,0,861b7686,f,1,0,0,adb17ead,f,1,1,1,"_","_","Active","_","_","Last Stream"
908,908,0,a0ae8aa3,f,1,0,0,861b7686,f,1,0,0,adb17ead,f,0,1,0,"_","_","_","_","_","_"
909,909,0,a0ae8aa3,f,1,0,0,861b7686,f,1,0,0,80a8ae80,f,1,1,0,"_","_","Active","_","_","Stream Beat"
910,910,0,a0ae8aa3,f,1,1,0,861b7686,f,1,0,0,80a8ae80,f,0,1,0,"Active","_","_","Stream Beat","_","_"
911,911,0,8da1b18c,f,1,0,0,861b7686,f,1,0,0,80a8ae80,f,0,1,0,"_","_","_","_","_","_"
912,912,0,8da1b18c,f,1,0,0,861b7686,f,1,0,0,ae80a8ae,f,1,1,0,"_","_","Active","_","_","Stream Beat"
913,913,0,8da1b18c,f,1,0,0,861b7686,f,1,0,0,a8ae80a8,f,1,1,1,"_","_","Active","_","_","Last Stream"
914,914,0,8da1b18c,f,1,0,0,861b7686,f,1,0,0,a8ae80a8,f,0,1,0,"_","_","_","_","_","_"
915,915,0,8da1b18c,f,1,1,0,861b7686,f,1,0,0,85a7ae85,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
916,916,0,af87a2b2,f,1,1,0,861b7686,f,1,0,0,85a7ae85,f,0,1,0,"Active","_","_","Stream Beat","_","_"
917,917,0,95a77f9d,f,1,0,0,861b7686,f,1,0,0,85a7ae85,f,0,1,0,"_","_","_","_","_","_"
918,918,0,95a77f9d,f,1,0,0,861b7686,f,1,0,0,ae85a7ae,f,1,1,0,"_","_","Active","_","_","Stream Beat"
919,919,0,95a77f9d,f,1,0,0,861b7686,f,1,0,0,a7ae85a7,f,1,1,1,"_","_","Active","_","_","Last Stream"
920,920,0,95a77f9d,f,1,0,0,861b7686,f,1,0,0,a7ae85a7,f,0,1,0,"_","_","_","_","_","_"
921,921,0,95a77f9d,f,1,0,0,861b7686,f,1,0,0,89a8b089,f,1,1,0,"_","_","Active","_","_","Stream Beat"
922,922,0,95a77f9d,f,1,1,0,861b7686,f,1,0,0,89a8b089,f,0,1,0,"Active","_","_","Stream Beat","_","_"
923,923,0,8094a97e,f,1,0,0,861b7686,f,1,0,0,89a8b089,f,0,1,0,"_","_","_","_","_","_"
924,924,0,8094a97e,f,1,0,0,861b7686,f,1,0,0,b089a8b0,f,1,1,0,"_","_","Active","_","_","Stream Beat"
925,925,0,8094a97e,f,1,0,0,861b7686,f,1,0,0,a8b089a8,f,1,1,1,"_","_","Active","_","_","Last Stream"
926,926,0,8094a97e,f,1,0,0,861b7686,f,1,0,0,a8b089a8,f,0,1,0,"_","_","_","_","_","_"
927,927,0,8094a97e,f,1,1,0,861b7686,f,1,0,0,849fa984,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
928,928,0,ab7f96ab,f,1,1,0,861b7686,f,1,0,0,849fa984,f,0,1,0,"Active","_","_","Stream Beat","_","_"
929,929,0,8fa67a94,f,1,0,0,861b7686,f,1,0,0,849fa984,f,0,1,0,"_","_","_","_","_","_"
930,930,0,8fa67a94,f,1,0,0,861b7686,f,1,0,0,a9849fa9,f,1,1,0,"_","_","Active","_","_","Stream Beat"
931,931,0,8fa67a94,f,1,0,0,861b7686,f,1,0,0,9fa9849f,f,1,1,1,"_","_","Active","_","_","Last Stream"
932,932,0,8fa67a94,f,1,0,0,861b7686,f,1,0,0,9fa9849f,f,0,1,0,"_","_","_","_","_","_"
933,933,0,8fa67a94,f,1,0,0,861b7686,f,1,0,0,83a0ab83,f,1,1,0,"_","_","Active","_","_","Stream Beat"
934,934,0,8fa67a94,f,1,1,0,861b7686,f,1,0,0,83a0ab83,f,0,1,0,"Active","_","_","Stream Beat","_","_"
935,935,0,748aa475,f,1,0,0,861b7686,f,1,0,0,83a0ab83,f,0,1,0,"_","_","_","_","_","_"
936,936,0,748aa475,f,1,0,0,861b7686,f,1,0,0,ab83a0ab,f,1,1,0,"_","_","Active","_","_","Stream Beat"
937,937,0,748aa475,f,1,0,0,861b7686,f,1,0,0,a0ab83a0,f,1,1,1,"_","_","Active","_","_","Last Stream"
938,938,0,748aa475,f,1,0,0,861b7686,f,1,0,0,a0ab83a0,f,0,1,0,"_","_","_","_","_","_"
939,939,0,748aa475,f,1,1,0,861b7686,f,1,0,0,85a1ad85,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
940,940,0,a37389a3,f,1,1,0,861b7686,f,1,0,0,85a1ad85,f,0,1,0,"Active","_","_","Stream Beat","_","_"
941,941,0,85a17187,f,1,0,0,861b7686,f,1,0,0,85a1ad85,f,0,1,0,"_","_","_","_","_","_"
942,942,0,85a17187,f,1,0,0,861b7686,f,1,0,0,ad85a1ad,f,1,1,0,"_","_","Active","_","_","Stream Beat"
943,943,0,85a17187,f,1,0,0,861b7686,f,1,0,0,a1ad85a1,f,1,1,1,"_","_","Active","_","_","Last Stream"
944,944,0,85a17187,f,1,0,0,861b7686,f,1,0,0,a1ad85a1,f,0,1,0,"_","_","_","_","_","_"
945,945,0,85a17187,f,1,0,0,861b7686,f,1,0,0,8fa5b38f,f,1,1,0,"_","_","Active","_","_","Stream Beat"
946,946,0,85a17187,f,1,1,0,861b7686,f,1,0,0,8fa5b38f,f,0,1,0,"Active","_","_","Stream Beat","_","_"
947,947,0,7186a272,f,1,0,0,861b7686,f,1,0,0,8fa5b38f,f,0,1,0,"_","_","_","_","_","_"
948,948,0,7186a272,f,1,0,0,861b7686,f,1,0,0,b38fa5b3,f,1,1,0,"_","_","Active","_","_","Stream Beat"
949,949,0,7186a272,f,1,0,0,861b7686,f,1,0,0,a5b38fa5,f,1,1,1,"_","_","Active","_","_","Last Stream"
950,950,0,7186a272,f,1,0,0,861b7686,f,1,0,0,a5b38fa5,f,0,1,0,"_","_","_","_","_","_"
951,951,0,7186a272,f,1,1,0,861b7686,f,1,0,0,8aa0ae8a,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
952,952,0,9f6f85a1,f,1,1,0,861b7686,f,1,0,0,8aa0ae8a,f,0,1,0,"Active","_","_","Stream Beat","_","_"
953,953,0,819d6d83,f,1,0,0,861b7686,f,1,0,0,8aa0ae8a,f,0,1,0,"_","_","_","_","_","_"
954,954,0,819d6d83,f,1,0,0,861b7686,f,1,0,0,ae8aa0ae,f,1,1,0,"_","_","Active","_","_","Stream Beat"
955,955,0,819d6d83,f,1,0,0,861b7686,f,1,0,0,a0ae8aa0,f,1,1,1,"_","_","Active","_","_","Last Stream"
956,956,0,819d6d83,f,1,0,0,861b7686,f,1,0,0,a0ae8aa0,f,0,1,0,"_","_","_","_","_","_"
957,957,0,819d6d83,f,1,0,0,861b7686,f,1,0,0,8da2b28d,f,1,1,0,"_","_","Active","_","_","Stream Beat"
958,958,0,819d6d83,f,1,1,0,861b7686,f,1,0,0,8da2b28d,f,0,1,0,"Active","_","_","Stream Beat","_","_"
959,959,0,687f9b6a,f,1,0,0,861b7686,f,1,0,0,8da2b28d,f,0,1,0,"_","_","_","_","_","_"
960,960,0,687f9b6a,f,1,0,0,861b7686,f,1,0,0,b28da2b2,f,1,1,0,"_","_","Active","_","_","Stream Beat"
961,961,0,687f9b6a,f,1,0,0,861b7686,f,1,0,0,a2b28da2,f,1,1,1,"_","_","Active","_","_","Last Stream"
962,962,0,687f9b6a,f,1,0,0,861b7686,f,1,0,0,a2b28da2,f,0,1,0,"_","_","_","_","_","_"
963,963,0,687f9b6a,f,1,1,0,861b7686,f,1,0,0,7f95a77f,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
964,964,0,97647d99,f,1,1,0,861b7686,f,1,0,0,7f95a77f,f,0,1,0,"Active","_","_","Stream Beat","_","_"
965,965,0,7a96637b,f,1,0,0,861b7686,f,1,0,0,7f95a77f,f,0,1,0,"_","_","_","_","_","_"
966,966,0,7a96637b,f,1,0,0,861b7686,f,1,0,0,a77f95a7,f,1,1,0,"_","_","Active","_","_","Stream Beat"
967,967,0,7a96637b,f,1,0,0,861b7686,f,1,0,0,95a77f95,f,1,1,1,"_","_","Active","_","_","Last Stream"
968,968,0,7a96637b,f,1,0,0,861b7686,f,1,0,0,95a77f95,f,0,1,0,"_","_","_","_","_","_"
969,969,0,7a96637b,f,1,0,0,861b7686,f,1,0,0,8096ab80,f,1,1,0,"_","_","Active","_","_","Stream Beat"
970,970,0,7a96637b,f,1,1,0,861b7686,f,1,0,0,8096ab80,f,0,1,0,"Active","_","_","Stream Beat","_","_"
971,971,0,5c78955f,f,1,0,0,861b7686,f,1,0,0,8096ab80,f,0,1,0,"_","_","_","_","_","_"
972,972,0,5c78955f,f,1,0,0,861b7686,f,1,0,0,ab8096ab,f,1,1,0,"_","_","Active","_","_","Stream Beat"
973,973,0,5c78955f,f,1,0,0,861b7686,f,1,0,0,96ab8096,f,1,1,1,"_","_","Active","_","_","Last Stream"
974,974,0,5c78955f,f,1,0,0,861b7686,f,1,0,0,96ab8096,f,0,1,0,"_","_","_","_","_","_"
975,975,0,5c78955f,f,1,1,0,861b7686,f,1,0,0,7a8fa67a,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
976,976,0,945c7592,f,1,1,0,861b7686,f,1,0,0,7a8fa67a,f,0,1,0,"Active","_","_","Stream Beat","_","_"
977,977,0,7a975f77,f,1,0,0,861b7686,f,1,0,0,7a8fa67a,f,0,1,0,"_","_","_","_","_","_"
978,978,0,7a975f77,f,1,0,0,861b7686,f,1,0,0,a67a8fa6,f,1,1,0,"_","_","Active","_","_","Stream Beat"
979,979,0,7a975f77,f,1,0,0,861b7686,f,1,0,0,8fa67a8f,f,1,1,1,"_","_","Active","_","_","Last Stream"
980,980,0,7a975f77,f,1,0,0,861b7686,f,1,0,0,8fa67a8f,f,0,1,0,"_","_","_","_","_","_"
981,981,0,7a975f77,f,1,0,0,861b7686,f,1,0,0,7489a374,f,1,1,0,"_","_","Active","_","_","Stream Beat"
982,982,0,7a975f77,f,1,1,0,861b7686,f,1,0,0,7489a374,f,0,1,0,"Active","_","_","Stream Beat","_","_"
983,983,0,54759258,f,1,0,0,861b7686,f,1,0,0,7489a374,f,0,1,0,"_","_","_","_","_","_"
984,984,0,54759258,f,1,0,0,861b7686,f,1,0,0,a37489a3,f,1,1,0,"_","_","Active","_","_","Stream Beat"
985,985,0,54759258,f,1,0,0,861b7686,f,1,0,0,89a37489,f,1,1,1,"_","_","Active","_","_","Last Stream"
986,986,0,54759258,f,1,0,0,861b7686,f,1,0,0,89a37489,f,0,1,0,"_","_","_","_","_","_"
987,987,0,54759258,f,1,1,0,861b7686,f,1,0,0,7185a171,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
988,988,0,8f55718e,f,1,1,0,861b7686,f,1,0,0,7185a171,f,0,1,0,"Active","_","_","Stream Beat","_","_"
989,989,0,6f905772,f,1,0,0,861b7686,f,1,0,0,7185a171,f,0,1,0,"_","_","_","_","_","_"
990,990,0,6f905772,f,1,0,0,861b7686,f,1,0,0,a17185a1,f,1,1,0,"_","_","Active","_","_","Stream Beat"
991,991,0,6f905772,f,1,0,0,861b7686,f,1,0,0,85a17185,f,1,1,1,"_","_","Active","_","_","Last Stream"
992,992,0,6f905772,f,1,0,0,861b7686,f,1,0,0,85a17185,f,0,1,0,"_","_","_","_","_","_"
993,993,0,6f905772,f,1,0,0,861b7686,f,1,0,0,7185a171,f,1,1,0,"_","_","Active","_","_","Stream Beat"
994,994,0,6f905772,f,1,1,0,861b7686,f,1,0,0,7185a171,f,0,1,0,"Active","_","_","Stream Beat","_","_"
995,995,0,5d6c9259,f,1,0,0,861b7686,f,1,0,0,7185a171,f,0,1,0,"_","_","_","_","_","_"
996,996,0,5d6c9259,f,1,0,0,861b7686,f,1,0,0,a17185a1,f,1,1,0,"_","_","Active","_","_","Stream Beat"
997,997,0,5d6c9259,f,1,0,0,861b7686,f,1,0,0,85a17185,f,1,1,1,"_","_","Active","_","_","Last Stream"
998,998,0,5d6c9259,f,1,0,0,861b7686,f,1,0,0,85a17185,f,0,1,0,"_","_","_","_","_","_"
999,999,0,5d6c9259,f,1,1,0,861b7686,f,1,0,0,6d819d6d,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
1000,1000,0,975d6c95,f,1,1,0,861b7686,f,1,0,0,6d819d6d,f,0,1,0,"Active","_","_","Stream Beat","_","_"
1001,1001,0,6e975b6e,f,1,0,0,861b7686,f,1,0,0,6d819d6d,f,0,1,0,"_","_","_","_","_","_"
1002,1002,0,6e975b6e,f,1,0,0,861b7686,f,1,0,0,9d6d819d,f,1,1,0,"_","_","Active","_","_","Stream Beat"
1003,1003,0,6e975b6e,f,1,0,0,861b7686,f,1,0,0,819d6d81,f,1,1,1,"_","_","Active","_","_","Last Stream"
1004,1004,0,6e975b6e,f,1,0,0,861b7686,f,1,0,0,819d6d81,f,0,1,0,"_","_","_","_","_","_"
1005,1005,0,6e975b6e,f,1,0,0,861b7686,f,1,0,0,687d9968,f,1,1,0,"_","_","Active","_","_","Stream Beat"
1006,1006,0,6e975b6e,f,1,1,0,861b7686,f,1,0,0,687d9968,f,0,1,0,"Active","_","_","Stream Beat","_","_"
1007,1007,0,566e975b,f,1,0,0,861b7686,f,1,0,0,687d9968,f,0,1,0,"_","_","_","_","_","_"
1008,1008,0,566e975b,f,1,0,0,861b7686,f,1,0,0,99687d99,f,1,1,0,"_","_","Active","_","_","Stream Beat"
1009,1009,0,566e975b,f,1,0,0,861b7686,f,1,0,0,7d99687d,f,1,1,1,"_","_","Active","_","_","Last Stream"
1010,1010,0,566e975b,f,1,0,0,861b7686,f,1,0,0,7d99687d,f,0,1,0,"_","_","_","_","_","_"
1011,1011,0,566e975b,f,1,1,0,861b7686,f,1,0,0,637a9663,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
1012,1012,0,95546c96,f,1,1,0,861b7686,f,1,0,0,637a9663,f,0,1,0,"Active","_","_","Stream Beat","_","_"
1013,1013,0,66934e68,f,1,0,0,861b7686,f,1,0,0,637a9663,f,0,1,0,"_","_","_","_","_","_"
1014,1014,0,66934e68,f,1,0,0,861b7686,f,1,0,0,96637a96,f,1,1,0,"_","_","Active","_","_","Stream Beat"
1015,1015,0,66934e68,f,1,0,0,861b7686,f,1,0,0,7a96637a,f,1,1,1,"_","_","Active","_","_","Last Stream"
1016,1016,0,66934e68,f,1,0,0,861b7686,f,1,0,0,7a96637a,f,0,1,0,"_","_","_","_","_","_"
1017,1017,0,66934e68,f,1,0,0,861b7686,f,1,0,0,5c75925c,f,1,1,0,"_","_","Active","_","_","Stream Beat"
1018,1018,0,66934e68,f,1,1,0,861b7686,f,1,0,0,5c75925c,f,0,1,0,"Active","_","_","Stream Beat","_","_"
1019,1019,0,4865924d,f,1,0,0,861b7686,f,1,0,0,5c75925c,f,0,1,0,"_","_","_","_","_","_"
1020,1020,0,4865924d,f,1,0,0,861b7686,f,1,0,0,925c7592,f,1,1,0,"_","_","Active","_","_","Stream Beat"
1021,1021,0,4865924d,f,1,0,0,861b7686,f,1,0,0,75925c75,f,1,1,1,"_","_","Active","_","_","Last Stream"
1022,1022,0,4865924d,f,1,0,0,861b7686,f,1,0,0,75925c75,f,0,1,0,"_","_","_","_","_","_"
1023,1023,0,4865924d,f,1,1,0,861b7686,f,1,0,0,5f7a975f,f,1,1,0,"Active","_","Active","Stream Beat","_","Stream Beat"
